hour,day_of_week,is_weekend,road_type,weather,temperature,precipitation,vehicle_count,free_flow_speed,avg_speed,delay_min,risk_score,congestion_level
7,0,0,Urban,Storm,23.3,7.8,175,35.8,21.5,7.2,54,MEDIUM
0,4,0,Urban,Fog,37.9,0.28,227,42.1,30.5,5.4,47,MEDIUM
11,3,0,Arterial,Rain,26.8,4.55,861,53.5,26.8,7.9,57,MEDIUM
4,6,1,Arterial,Clear,22.6,0.0,175,60.0,59.0,0.5,36,LOW
2,2,0,Urban,Clear,31.8,0.0,305,42.7,36.5,1.5,17,LOW
0,3,0,Highway,Clear,31.0,0.0,350,75.9,74.0,0.0,17,LOW
3,3,0,Urban,Clear,17.6,0.0,169,38.4,37.1,1.0,31,LOW
7,4,0,Arterial,Clear,23.5,0.0,370,60.6,56.1,0.9,11,LOW
2,1,0,Arterial,Fog,16.1,0.39,482,58.6,40.3,7.0,66,MEDIUM
9,2,0,Highway,Clear,45.9,0.0,1904,86.6,15.6,31.5,89,HIGH
1,1,0,Arterial,Clear,25.5,0.0,403,59.5,54.3,0.6,19,LOW
10,5,1,Urban,Clear,23.3,0.0,245,43.1,38.1,1.4,20,LOW
9,3,0,Highway,Clear,24.5,0.0,2113,96.8,11.9,30.3,83,HIGH
20,5,1,Arterial,Clear,22.7,0.0,193,62.8,61.0,0.7,14,LOW
13,0,0,Highway,Clear,26.7,0.0,992,97.8,75.4,0.6,27,LOW
6,3,0,Urban,Clear,36.6,0.0,279,38.4,32.9,1.2,21,LOW
1,1,0,Arterial,Clear,28.7,0.0,325,62.4,53.7,2.2,21,LOW
8,3,0,Urban,Clear,18.3,0.0,860,36.9,8.0,30.4,77,HIGH
15,0,0,Arterial,Clear,20.0,0.0,905,71.7,39.0,6.4,42,MEDIUM
12,4,0,Highway,Clear,29.2,0.0,1194,90.5,57.3,4.7,54,MEDIUM
8,5,1,Highway,Clear,22.2,0.0,284,94.0,91.2,1.6,24,LOW
19,5,1,Highway,Clear,26.7,0.0,1312,81.2,49.1,7.1,48,MEDIUM
3,1,0,Highway,Clear,46.5,0.0,341,93.9,86.4,0.1,20,LOW
21,3,0,Arterial,Clear,21.0,0.0,237,60.5,57.5,0.4,36,LOW
9,1,0,Highway,Clear,17.9,0.0,1347,92.3,50.6,5.8,59,MEDIUM
21,4,0,Arterial,Clear,22.8,0.0,183,60.1,58.0,2.4,23,LOW
11,3,0,Arterial,Clear,15.4,0.0,814,59.5,37.8,7.5,55,MEDIUM
16,3,0,Arterial,Rain,37.0,3.66,744,58.8,33.7,8.1,65,MEDIUM
13,1,0,Arterial,Clear,19.9,0.0,902,59.6,37.0,5.3,65,MEDIUM
13,1,0,Arterial,Clear,21.2,0.0,884,65.9,38.1,6.6,50,MEDIUM
1,0,0,Urban,Clear,18.7,0.0,109,38.9,38.8,1.8,21,LOW
20,6,1,Highway,Clear,16.2,0.0,491,101.3,94.8,1.3,25,LOW
19,6,1,Arterial,Clear,27.6,0.0,1176,60.2,15.6,22.9,75,HIGH
10,4,0,Arterial,Rain,22.7,0.78,1323,65.6,10.2,18.6,75,HIGH
15,6,1,Arterial,Rain,15.4,1.77,1013,64.6,24.6,15.9,93,HIGH
18,0,0,Arterial,Clear,25.4,0.0,1070,53.7,18.2,13.4,83,HIGH
22,5,1,Arterial,Fog,30.6,0.04,366,54.6,39.1,5.3,46,MEDIUM
5,3,0,Arterial,Clear,24.9,0.0,222,57.3,57.3,1.9,31,LOW
23,1,0,Arterial,Clear,32.2,0.0,345,53.8,53.8,1.8,13,LOW
18,3,0,Urban,Clear,39.9,0.0,1191,38.8,8.0,27.1,74,HIGH
4,3,0,Urban,Clear,33.7,0.0,134,40.1,32.6,2.7,35,LOW
3,2,0,Highway,Clear,29.5,0.0,360,93.2,88.9,0.5,31,LOW
14,5,1,Highway,Clear,33.7,0.0,1389,90.9,45.6,9.7,47,MEDIUM
3,2,0,Urban,Clear,43.6,0.0,235,40.0,36.1,1.8,33,LOW
19,6,1,Urban,Clear,17.9,0.0,520,43.1,30.2,6.4,55,MEDIUM
9,3,0,Highway,Clear,32.4,0.0,2436,94.4,10.8,20.9,72,HIGH
23,1,0,Arterial,Clear,21.0,0.0,348,67.6,56.7,1.3,17,LOW
21,3,0,Urban,Clear,29.7,0.0,202,40.6,34.8,1.7,33,LOW
2,5,1,Arterial,Clear,18.7,0.0,264,50.4,45.4,2.4,36,LOW
4,2,0,Highway,Clear,33.3,0.0,646,92.1,81.2,1.8,10,LOW
5,1,0,Arterial,Rain,30.0,2.1,270,69.1,59.2,2.2,33,LOW
20,3,0,Urban,Clear,38.5,0.0,890,43.1,8.0,21.5,85,HIGH
21,4,0,Urban,Fog,26.1,0.49,330,43.8,27.0,8.3,62,MEDIUM
7,5,1,Arterial,Clear,25.9,0.0,328,60.4,57.0,0.9,37,LOW
6,5,1,Arterial,Clear,25.9,0.0,259,63.7,60.8,0.3,30,LOW
20,4,0,Highway,Fog,45.2,0.32,2001,96.5,8.4,25.9,82,HIGH
9,3,0,Urban,Clear,32.4,0.0,1096,39.0,8.0,27.8,89,HIGH
5,5,1,Highway,Clear,37.4,0.0,458,87.5,80.2,0.6,14,LOW
13,1,0,Urban,Clear,33.1,0.0,459,41.4,27.9,6.5,40,MEDIUM
3,3,0,Arterial,Clear,34.2,0.0,363,63.9,57.0,1.0,14,LOW
12,3,0,Urban,Clear,17.7,0.0,600,31.7,18.9,7.9,54,MEDIUM
19,2,0,Highway,Clear,24.1,0.0,2700,89.0,11.6,22.4,70,HIGH
16,5,1,Arterial,Rain,23.7,0.59,667,52.2,35.6,4.4,65,MEDIUM
22,5,1,Highway,Clear,28.4,0.0,794,89.4,73.4,0.2,32,LOW
6,4,0,Arterial,Clear,27.3,0.0,494,66.8,56.2,0.6,8,LOW
3,2,0,Urban,Rain,16.7,1.09,228,38.1,32.0,0.4,29,LOW
13,6,1,Arterial,Clear,28.3,0.0,865,58.9,35.7,7.6,57,MEDIUM
2,2,0,Arterial,Clear,13.9,0.0,336,62.6,54.7,0.0,12,LOW
23,5,1,Highway,Clear,33.4,0.0,582,95.0,86.2,0.0,10,LOW
4,3,0,Urban,Clear,28.7,0.0,189,42.9,42.3,2.1,25,LOW
15,2,0,Arterial,Clear,36.7,0.0,761,60.1,41.3,7.9,45,MEDIUM
22,4,0,Arterial,Clear,29.5,0.0,493,62.3,52.6,0.0,8,LOW
19,2,0,Urban,Clear,24.8,0.0,836,41.6,8.0,24.4,70,HIGH
3,4,0,Arterial,Storm,17.0,2.67,512,57.2,30.7,9.0,53,MEDIUM
23,6,1,Arterial,Rain,25.2,0.7,262,53.0,42.1,0.0,19,LOW
23,2,0,Arterial,Clear,22.5,0.0,238,56.4,54.6,0.8,9,LOW
1,4,0,Arterial,Rain,30.6,2.34,407,65.8,53.1,0.0,25,LOW
17,2,0,Urban,Clear,25.1,0.0,796,46.6,12.2,30.3,70,HIGH
18,6,1,Urban,Clear,32.2,0.0,672,39.7,18.0,19.3,83,HIGH
18,2,0,Highway,Clear,37.5,0.0,1882,97.0,17.2,33.1,73,HIGH
16,1,0,Arterial,Clear,18.1,0.0,1143,58.8,19.3,30.7,88,HIGH
13,4,0,Highway,Rain,28.0,1.48,1463,91.7,38.7,21.1,82,HIGH
18,6,1,Highway,Clear,27.7,0.0,1457,86.9,43.8,7.0,56,MEDIUM
21,4,0,Arterial,Clear,30.2,0.0,409,64.1,60.7,0.6,26,LOW
23,4,0,Urban,Clear,32.8,0.0,236,38.1,31.2,1.5,18,LOW
12,0,0,Highway,Clear,39.1,0.0,1143,85.5,57.7,6.8,48,MEDIUM
11,6,1,Arterial,Clear,20.2,0.0,489,60.2,54.0,1.0,23,LOW
5,2,0,Urban,Rain,17.0,0.8,156,42.5,36.6,2.0,12,LOW
20,4,0,Urban,Storm,29.3,3.59,858,40.5,8.0,27.7,74,HIGH
3,5,1,Arterial,Clear,31.1,0.0,239,58.1,55.9,0.4,19,LOW
18,0,0,Urban,Clear,33.0,0.0,851,37.3,8.0,13.1,90,HIGH
15,1,0,Arterial,Clear,22.7,0.0,803,53.3,33.0,4.5,56,MEDIUM
12,4,0,Highway,Rain,17.0,3.74,1677,87.7,26.6,16.0,80,HIGH
3,4,0,Highway,Clear,36.5,0.0,453,89.2,80.3,1.1,31,LOW
22,0,0,Highway,Clear,31.6,0.0,294,92.8,92.8,2.2,12,LOW
16,2,0,Arterial,Rain,25.3,2.86,797,55.3,29.5,8.6,64,MEDIUM
22,5,1,Urban,Clear,13.0,0.0,307,42.0,38.3,1.0,26,LOW
0,1,0,Urban,Clear,23.3,0.0,206,38.2,34.6,2.2,18,LOW
17,4,0,Arterial,Clear,32.9,0.0,1603,57.9,9.4,27.9,95,HIGH
19,2,0,Arterial,Clear,31.0,0.0,1725,65.0,11.3,29.5,76,HIGH
16,6,1,Highway,Clear,18.4,0.0,1206,77.6,49.3,7.4,48,MEDIUM
14,5,1,Arterial,Clear,32.3,0.0,896,55.1,32.1,8.6,67,MEDIUM
10,6,1,Urban,Clear,27.4,0.0,142,40.1,40.1,0.0,37,LOW
21,5,1,Highway,Clear,36.9,0.0,691,90.0,81.6,0.4,23,LOW
12,1,0,Highway,Fog,23.1,0.42,1044,81.5,41.5,8.1,66,MEDIUM
0,3,0,Arterial,Clear,23.7,0.0,375,58.0,53.6,1.2,31,LOW
16,5,1,Arterial,Rain,28.8,0.71,678,63.8,41.5,9.9,53,MEDIUM
5,3,0,Arterial,Clear,25.1,0.0,531,55.3,45.5,0.0,25,LOW
3,6,1,Arterial,Clear,21.9,0.0,518,64.3,50.6,1.9,22,LOW
19,5,1,Arterial,Clear,40.9,0.0,701,57.1,39.9,4.3,57,MEDIUM
15,1,0,Highway,Clear,37.9,0.0,1689,80.6,26.0,22.9,90,HIGH
14,0,0,Arterial,Clear,21.3,0.0,734,63.3,43.9,5.5,45,MEDIUM
14,1,0,Arterial,Clear,29.5,0.0,1031,61.0,28.1,22.2,89,HIGH
5,1,0,Urban,Clear,17.3,0.0,150,35.6,31.5,0.2,28,LOW
14,0,0,Urban,Clear,39.9,0.0,561,38.4,21.6,4.7,50,MEDIUM
13,0,0,Urban,Storm,33.3,20.84,470,45.2,20.8,15.0,74,HIGH
10,2,0,Arterial,Clear,35.0,0.0,1210,62.6,13.5,27.7,90,HIGH
6,5,1,Arterial,Clear,26.2,0.0,193,64.5,61.0,0.7,11,LOW
8,6,1,Arterial,Clear,36.2,0.0,468,55.4,47.8,2.3,35,LOW
15,2,0,Urban,Clear,36.2,0.0,692,43.7,21.9,5.3,42,MEDIUM
4,0,0,Highway,Rain,26.8,3.02,483,82.9,67.4,0.0,21,LOW
19,3,0,Arterial,Clear,20.0,0.0,1482,54.4,10.6,26.0,83,HIGH
9,6,1,Arterial,Clear,31.0,0.0,521,63.3,50.8,1.2,37,LOW
17,3,0,Arterial,Clear,27.1,0.0,1412,54.7,9.0,23.0,77,HIGH
2,1,0,Highway,Rain,41.0,1.08,587,97.6,79.1,1.1,37,LOW
12,4,0,Arterial,Clear,28.4,0.0,754,55.0,40.3,9.2,61,MEDIUM
10,1,0,Urban,Clear,28.7,0.0,699,37.1,15.3,16.7,94,HIGH
16,1,0,Arterial,Clear,33.6,0.0,846,64.6,40.3,9.7,55,MEDIUM
21,4,0,Urban,Clear,28.0,0.0,341,38.1,31.2,1.4,37,LOW
12,5,1,Arterial,Clear,32.9,0.0,886,63.2,35.6,5.0,51,MEDIUM
5,0,0,Urban,Fog,24.2,0.14,144,36.7,32.3,1.7,19,LOW
16,3,0,Arterial,Rain,20.2,1.73,956,58.9,25.4,25.7,96,HIGH
12,1,0,Arterial,Clear,21.6,0.0,1005,63.0,30.1,15.6,75,HIGH
18,4,0,Highway,Clear,25.6,0.0,2185,85.8,11.2,24.1,74,HIGH
20,2,0,Highway,Clear,28.8,0.0,1918,95.1,16.9,19.1,72,HIGH
18,1,0,Arterial,Clear,31.5,0.0,1137,58.6,20.1,31.4,75,HIGH
9,3,0,Arterial,Clear,31.2,0.0,1620,60.5,8.0,15.3,82,HIGH
2,0,0,Arterial,Clear,28.1,0.0,513,56.0,46.1,2.4,31,LOW
13,1,0,Highway,Storm,20.5,8.16,1209,86.1,35.5,32.8,86,HIGH
18,1,0,Urban,Clear,32.9,0.0,1148,37.5,8.0,13.6,93,HIGH
4,5,1,Urban,Fog,17.5,0.04,264,38.2,25.4,4.5,43,MEDIUM
4,4,0,Highway,Clear,19.8,0.0,725,97.7,85.6,1.4,26,LOW
19,2,0,Arterial,Clear,28.3,0.0,1594,64.5,8.0,27.7,92,HIGH
16,2,0,Urban,Clear,33.6,0.0,484,41.4,28.8,5.2,64,MEDIUM
20,6,1,Arterial,Rain,32.4,6.46,231,57.4,49.5,1.2,21,LOW
9,0,0,Highway,Clear,27.3,0.0,2050,85.8,13.7,27.2,80,HIGH
4,6,1,Arterial,Rain,31.1,0.45,278,56.1,49.3,0.0,30,LOW
3,3,0,Highway,Rain,20.5,2.31,526,88.5,70.8,1.9,12,LOW
5,0,0,Highway,Clear,24.1,0.0,366,91.4,87.7,0.5,9,LOW
3,1,0,Highway,Clear,24.2,0.0,576,93.1,85.8,1.3,22,LOW
6,1,0,Arterial,Rain,21.2,1.69,453,60.1,45.8,3.0,16,LOW
6,2,0,Highway,Clear,25.5,0.0,780,92.8,79.6,1.6,13,LOW
17,3,0,Urban,Clear,26.5,0.0,846,42.8,8.0,27.9,81,HIGH
2,4,0,Highway,Clear,24.8,0.0,316,88.1,87.0,1.2,27,LOW
0,3,0,Highway,Fog,26.2,0.26,309,95.5,74.0,0.6,24,LOW
23,1,0,Arterial,Clear,10.0,0.0,322,56.1,53.0,2.0,37,LOW
3,4,0,Highway,Fog,30.7,0.44,274,92.9,69.4,9.2,67,MEDIUM
5,3,0,Arterial,Clear,25.2,0.0,207,60.1,57.9,0.0,26,LOW
8,3,0,Highway,Clear,25.2,0.0,1801,90.9,21.8,22.3,91,HIGH
21,4,0,Highway,Clear,18.3,0.0,424,88.2,86.6,0.0,21,LOW
13,1,0,Highway,Clear,38.9,0.0,1208,96.2,58.9,9.8,49,MEDIUM
11,3,0,Arterial,Rain,39.2,15.81,1052,57.6,23.1,19.6,85,HIGH
19,4,0,Highway,Fog,16.3,0.01,1715,96.9,22.0,17.7,97,HIGH
23,5,1,Urban,Rain,26.4,1.75,182,44.2,39.4,2.0,8,LOW
3,5,1,Arterial,Storm,34.5,19.02,493,61.8,34.8,6.4,64,MEDIUM
20,1,0,Arterial,Clear,25.5,0.0,1056,58.7,22.8,25.1,91,HIGH
23,4,0,Arterial,Clear,23.8,0.0,269,56.6,56.2,1.6,22,LOW
11,5,1,Arterial,Clear,23.3,0.0,464,52.0,44.9,1.6,15,LOW
9,4,0,Urban,Rain,30.2,1.38,977,41.6,8.0,24.2,87,HIGH
21,3,0,Highway,Clear,46.3,0.0,464,84.4,77.3,0.8,23,LOW
6,1,0,Highway,Storm,33.8,12.47,405,85.1,57.2,7.5,61,MEDIUM
2,5,1,Highway,Clear,20.2,0.0,554,92.8,85.0,2.9,20,LOW
22,6,1,Highway,Storm,23.6,50.61,579,87.9,51.8,7.3,43,MEDIUM
13,3,0,Highway,Clear,26.1,0.0,1281,91.1,54.0,7.2,60,MEDIUM
23,6,1,Arterial,Clear,22.0,0.0,262,61.8,60.8,1.6,18,LOW
9,6,1,Arterial,Rain,20.7,3.64,213,66.4,57.9,0.4,33,LOW
15,0,0,Urban,Rain,33.2,0.41,594,40.6,18.4,14.7,73,HIGH
15,0,0,Highway,Clear,24.5,0.0,1217,87.3,56.7,5.2,48,MEDIUM
21,1,0,Highway,Fog,30.6,0.42,491,89.6,63.9,7.3,67,MEDIUM
9,5,1,Urban,Rain,40.5,11.9,281,38.3,30.0,0.0,23,LOW
12,5,1,Urban,Clear,24.3,0.0,716,45.6,15.3,22.3,72,HIGH
5,5,1,Arterial,Clear,29.9,0.0,331,61.5,52.4,1.2,21,LOW
11,4,0,Arterial,Clear,20.8,0.0,799,62.3,40.4,8.4,45,MEDIUM
8,3,0,Urban,Clear,30.9,0.0,938,44.1,8.0,15.4,97,HIGH
12,5,1,Arterial,Rain,37.1,4.36,1109,56.6,14.7,16.0,77,HIGH
3,3,0,Highway,Clear,36.7,0.0,390,82.9,75.8,0.8,18,LOW
23,1,0,Urban,Clear,28.3,0.0,131,39.9,39.9,2.3,29,LOW
10,6,1,Arterial,Clear,24.4,0.0,375,54.3,51.4,1.9,24,LOW
19,5,1,Highway,Clear,29.7,0.0,1280,87.9,51.7,7.4,43,MEDIUM
17,1,0,Arterial,Clear,28.4,0.0,1318,51.3,8.3,25.9,89,HIGH
10,5,1,Arterial,Clear,31.2,0.0,486,54.6,50.6,0.1,35,LOW
20,0,0,Urban,Clear,23.6,0.0,973,43.7,8.0,12.0,85,HIGH
3,2,0,Highway,Clear,25.2,0.0,341,92.0,84.4,1.0,20,LOW
17,1,0,Urban,Storm,26.5,7.43,879,45.4,8.0,26.6,77,HIGH
0,5,1,Arterial,Clear,32.7,0.0,428,59.9,55.5,1.8,17,LOW
6,2,0,Arterial,Clear,33.6,0.0,235,59.7,59.5,0.7,18,LOW
5,1,0,Highway,Clear,25.0,0.0,491,91.1,83.9,1.5,27,LOW
14,4,0,Arterial,Clear,19.9,0.0,558,74.4,61.9,0.8,28,LOW
17,5,1,Urban,Clear,30.5,0.0,690,43.2,17.9,12.3,83,HIGH
23,4,0,Arterial,Rain,33.1,10.37,424,56.6,46.2,1.9,24,LOW
10,0,0,Highway,Clear,27.1,0.0,2179,92.0,12.8,24.8,89,HIGH
19,5,1,Arterial,Fog,23.0,0.48,1026,60.6,22.6,32.6,81,HIGH
23,6,1,Urban,Clear,24.7,0.0,132,42.2,38.0,0.9,21,LOW
14,0,0,Highway,Fog,39.5,0.47,1058,99.4,56.0,6.4,56,MEDIUM
15,2,0,Arterial,Fog,29.6,0.21,728,62.4,36.5,4.5,50,MEDIUM
6,1,0,Arterial,Clear,35.1,0.0,398,58.5,51.8,0.5,21,LOW
20,3,0,Highway,Clear,22.4,0.0,1458,99.3,48.5,25.3,70,HIGH
9,0,0,Arterial,Clear,36.5,0.0,1529,54.8,8.4,25.4,80,HIGH
11,3,0,Highway,Clear,34.3,0.0,982,88.6,68.8,2.0,24,LOW
23,3,0,Urban,Rain,27.3,5.46,271,42.7,30.8,7.1,41,MEDIUM
13,1,0,Arterial,Clear,32.3,0.0,589,56.8,44.7,3.4,19,LOW
4,2,0,Arterial,Clear,37.1,0.0,389,59.8,53.0,1.3,16,LOW
20,1,0,Arterial,Rain,20.2,3.72,1193,57.2,11.7,15.5,76,HIGH
17,5,1,Highway,Storm,24.3,3.98,1614,89.8,23.6,24.1,70,HIGH
4,0,0,Urban,Clear,31.7,0.0,182,37.9,35.8,0.5,14,LOW
2,3,0,Arterial,Rain,28.1,2.68,220,60.3,49.8,0.2,37,LOW
22,1,0,Arterial,Clear,30.9,0.0,250,58.7,55.0,1.4,9,LOW
4,1,0,Arterial,Clear,32.8,0.0,222,65.3,64.6,0.8,15,LOW
23,1,0,Arterial,Clear,31.5,0.0,421,61.5,54.4,0.8,9,LOW
16,0,0,Highway,Rain,26.2,4.82,936,93.7,60.4,6.8,59,MEDIUM
18,2,0,Highway,Clear,26.7,0.0,2319,90.7,14.6,23.4,93,HIGH
18,6,1,Highway,Clear,38.9,0.0,1390,87.8,49.0,4.2,44,MEDIUM
20,1,0,Urban,Clear,28.6,0.0,992,41.0,8.0,15.5,86,HIGH
11,0,0,Highway,Clear,37.5,0.0,863,91.0,69.8,2.9,17,LOW
8,3,0,Highway,Clear,38.0,0.0,1789,77.9,20.8,30.3,77,HIGH
0,5,1,Urban,Rain,22.5,7.92,258,40.1,28.8,5.5,43,MEDIUM
17,6,1,Highway,Clear,33.1,0.0,1997,93.4,12.3,16.2,74,HIGH
20,4,0,Arterial,Clear,20.4,0.0,1729,57.1,9.6,24.9,79,HIGH
3,6,1,Highway,Rain,39.3,6.95,542,94.3,76.3,1.7,20,LOW
9,6,1,Highway,Fog,29.3,0.08,644,91.8,61.0,6.8,53,MEDIUM
6,0,0,Arterial,Clear,29.0,0.0,375,58.4,53.1,1.4,29,LOW
21,4,0,Highway,Clear,21.9,0.0,380,92.7,89.0,0.5,32,LOW
22,1,0,Urban,Fog,23.8,0.24,309,38.9,27.4,9.4,62,MEDIUM
0,1,0,Arterial,Fog,29.6,0.24,341,61.1,42.4,9.5,54,MEDIUM
16,6,1,Highway,Clear,28.6,0.0,1347,88.7,49.4,7.5,57,MEDIUM
23,0,0,Highway,Clear,25.3,0.0,546,92.7,83.1,0.6,30,LOW
1,4,0,Arterial,Clear,34.1,0.0,230,65.4,61.2,0.0,32,LOW
10,1,0,Highway,Clear,28.0,0.0,2123,87.8,15.0,26.9,75,HIGH
8,3,0,Highway,Clear,20.9,0.0,2351,94.5,18.3,12.8,80,HIGH
6,2,0,Arterial,Clear,33.0,0.0,350,58.8,56.8,1.8,22,LOW
21,2,0,Urban,Clear,19.9,0.0,209,39.1,39.1,1.6,15,LOW
16,1,0,Arterial,Fog,14.5,0.45,728,58.4,30.6,7.0,62,MEDIUM
16,4,0,Arterial,Clear,28.7,0.0,1292,53.2,8.0,33.1,80,HIGH
1,5,1,Urban,Clear,20.8,0.0,308,41.5,37.1,0.0,25,LOW
5,1,0,Highway,Fog,29.2,0.0,374,91.4,65.4,5.2,62,MEDIUM
13,5,1,Urban,Clear,33.7,0.0,656,40.5,19.2,12.5,78,HIGH
5,5,1,Urban,Clear,34.9,0.0,314,44.7,40.5,0.7,29,LOW
1,4,0,Arterial,Rain,31.5,4.7,398,66.7,52.4,0.8,33,LOW
0,5,1,Urban,Clear,18.7,0.0,140,43.9,42.8,1.2,8,LOW
9,3,0,Highway,Rain,23.0,3.37,2159,88.8,10.6,26.8,71,HIGH
20,4,0,Highway,Clear,28.0,0.0,2021,88.6,10.9,33.8,87,HIGH
4,1,0,Urban,Clear,28.1,0.0,168,36.9,36.9,1.0,18,LOW
1,6,1,Arterial,Fog,21.4,0.46,519,60.2,41.0,9.9,55,MEDIUM
21,3,0,Highway,Clear,24.8,0.0,647,90.0,80.0,0.6,24,LOW
15,0,0,Highway,Rain,33.7,2.14,1139,92.7,57.3,8.1,43,MEDIUM
1,2,0,Urban,Clear,31.5,0.0,182,36.8,34.8,1.6,26,LOW
9,1,0,Urban,Clear,25.8,0.0,900,38.9,8.0,13.3,88,HIGH
1,1,0,Arterial,Rain,35.2,3.75,325,53.2,43.2,0.0,29,LOW
15,1,0,Urban,Clear,18.7,0.0,424,37.9,25.1,7.5,66,MEDIUM
15,3,0,Highway,Clear,33.8,0.0,1138,94.5,68.4,9.4,60,MEDIUM
18,0,0,Highway,Clear,32.8,0.0,2700,84.5,13.4,21.3,76,HIGH
6,6,1,Arterial,Clear,33.2,0.0,431,67.0,58.3,0.5,37,LOW
21,4,0,Urban,Rain,30.1,12.61,221,43.0,34.9,0.5,25,LOW
11,0,0,Highway,Rain,23.4,4.77,890,92.5,65.3,5.2,44,MEDIUM
23,3,0,Highway,Clear,32.1,0.0,335,96.7,96.4,0.9,24,LOW
14,1,0,Urban,Clear,25.1,0.0,541,39.6,28.6,8.8,49,MEDIUM
7,2,0,Urban,Clear,29.4,0.0,325,37.8,31.7,1.5,26,LOW
5,1,0,Arterial,Clear,22.9,0.0,277,59.6,57.8,0.7,33,LOW
9,4,0,Highway,Rain,25.6,0.24,2354,81.4,13.0,33.8,87,HIGH
2,5,1,Urban,Clear,27.0,0.0,153,43.6,43.6,0.2,37,LOW
18,2,0,Urban,Clear,30.8,0.0,1099,39.0,8.0,24.5,70,HIGH
16,1,0,Arterial,Fog,32.0,0.08,738,57.0,29.8,6.1,58,MEDIUM
6,6,1,Urban,Clear,39.9,0.0,218,38.1,35.4,0.0,25,LOW
20,2,0,Urban,Clear,29.0,0.0,997,40.0,8.0,19.4,90,HIGH
19,5,1,Urban,Clear,21.4,0.0,506,40.4,26.1,8.1,62,MEDIUM
3,0,0,Urban,Rain,33.6,6.03,304,39.6,25.7,9.8,50,MEDIUM
13,3,0,Arterial,Clear,30.4,0.0,739,59.4,39.8,7.6,51,MEDIUM
19,1,0,Arterial,Clear,26.7,0.0,1575,62.2,11.8,12.7,83,HIGH
21,4,0,Arterial,Storm,25.2,6.08,385,55.6,30.9,7.6,65,MEDIUM
14,0,0,Arterial,Rain,23.7,4.28,633,60.9,42.7,7.8,56,MEDIUM
23,1,0,Urban,Rain,23.4,4.21,196,39.0,30.8,0.8,9,LOW
7,0,0,Urban,Clear,19.5,0.0,243,34.0,30.9,2.1,18,LOW
20,4,0,Arterial,Clear,34.8,0.0,1581,55.7,8.0,22.0,70,HIGH
14,1,0,Arterial,Clear,31.0,0.0,612,56.8,43.5,2.1,20,LOW
21,5,1,Arterial,Clear,28.7,0.0,534,66.7,55.8,2.0,18,LOW
19,5,1,Arterial,Clear,23.7,0.0,666,61.8,41.0,7.1,60,MEDIUM
13,4,0,Arterial,Clear,35.6,0.0,647,61.1,44.8,6.5,64,MEDIUM
8,2,0,Highway,Clear,18.1,0.0,2612,87.6,14.0,29.3,78,HIGH
7,4,0,Arterial,Clear,27.1,0.0,472,58.0,51.5,0.6,9,LOW
16,2,0,Highway,Rain,34.9,17.74,1271,84.1,46.3,9.2,56,MEDIUM
1,1,0,Highway,Clear,14.1,0.0,296,88.4,84.3,1.4,16,LOW
23,2,0,Urban,Clear,29.2,0.0,212,44.1,40.0,0.0,34,LOW
2,1,0,Highway,Clear,23.4,0.0,658,83.4,70.1,0.0,26,LOW
7,1,0,Highway,Clear,28.8,0.0,294,87.1,82.4,0.3,37,LOW
11,6,1,Highway,Clear,25.4,0.0,841,94.6,78.3,1.7,30,LOW
0,3,0,Highway,Clear,32.2,0.0,540,94.6,86.1,1.4,21,LOW
9,1,0,Urban,Fog,36.6,0.23,920,37.8,8.0,14.9,92,HIGH
19,2,0,Arterial,Rain,45.6,4.69,1388,64.7,8.0,25.3,97,HIGH
2,3,0,Urban,Clear,27.2,0.0,220,38.7,38.7,0.6,21,LOW
5,3,0,Arterial,Fog,33.2,0.02,488,55.4,36.3,8.9,62,MEDIUM
6,1,0,Highway,Clear,30.4,0.0,662,97.5,82.4,1.2,33,LOW
19,4,0,Highway,Rain,30.9,2.17,2700,90.5,12.4,21.9,73,HIGH
22,4,0,Arterial,Clear,38.3,0.0,515,59.3,50.8,0.0,37,LOW
17,5,1,Arterial,Clear,23.2,0.0,803,60.7,38.3,7.9,40,MEDIUM
10,3,0,Urban,Rain,25.5,0.72,754,37.1,11.4,12.4,79,HIGH
18,1,0,Arterial,Clear,26.8,0.0,1027,57.8,24.9,14.7,86,HIGH
4,6,1,Arterial,Clear,21.1,0.0,437,65.7,59.2,2.2,23,LOW
18,4,0,Urban,Fog,28.0,0.42,1109,45.6,8.0,26.2,89,HIGH
10,6,1,Urban,Rain,32.6,6.41,184,36.7,32.0,0.0,32,LOW
23,1,0,Arterial,Clear,33.8,0.0,439,58.4,51.6,2.1,29,LOW
11,1,0,Highway,Clear,26.7,0.0,1105,90.0,62.8,5.2,54,MEDIUM
9,3,0,Arterial,Rain,36.0,0.94,1076,60.8,17.3,23.3,96,HIGH
7,6,1,Arterial,Fog,13.5,0.16,359,56.2,41.9,7.2,54,MEDIUM
23,5,1,Urban,Clear,44.3,0.0,182,42.0,36.5,2.1,27,LOW
8,3,0,Arterial,Rain,32.0,4.24,1317,62.9,11.3,14.2,83,HIGH
3,0,0,Highway,Rain,25.0,4.69,537,94.3,76.4,1.4,10,LOW
4,6,1,Urban,Clear,31.2,0.0,183,42.3,38.4,0.0,10,LOW
20,4,0,Urban,Rain,26.9,3.75,873,40.2,8.0,12.4,71,HIGH
